Work_Order_Qty,Part_Desc__Adjusting Nut,Part_Desc__Ballnut,Part_Desc__Barrel,Part_Desc__Bearing,Part_Desc__Cable Head,Part_Desc__Cast,Part_Desc__Clamp,Part_Desc__Compound Dies,Part_Desc__Cutting Wheel,Part_Desc__Drill,Part_Desc__Drum,Part_Desc__Electrical Contact,Part_Desc__Fastener,Part_Desc__Flange,Part_Desc__Flange Bolt,Part_Desc__Gauge,Part_Desc__Hinge,Part_Desc__Housing,Part_Desc__Locker,Part_Desc__O-Ring,Part_Desc__Piston,Part_Desc__Plug,Part_Desc__Punch Holder,Part_Desc__Punch Plate,Part_Desc__Ring,Part_Desc__Slip Ring Adapter,Part_Desc__Socket,Part_Desc__Spindle,Part_Desc__Spinner,Part_Desc__Spur Gear,Part_Desc__Tube,Part_Desc__Wheel Shaft,Part_Desc__other,Rework_missing,Activity_Final Inspection Q.C.,Activity_Flat Grinding - Machine 11,Activity_Grinding Rework - Machine 27,Activity_Lapping - Machine 1,Activity_Laser Marking - Machine 7,Activity_Milling - Machine 14,Activity_Milling - Machine 16,Activity_Packing,Activity_Round Grinding - Machine 12,Activity_Round Grinding - Machine 2,Activity_Round Grinding - Machine 3,Activity_Round Grinding - Manual,Activity_Round Grinding - Q.C.,Activity_Turn & Mill. & Screw Assem - Machine 10,Activity_Turning & Milling - Machine 10,Activity_Turning & Milling - Machine 4,Activity_Turning & Milling - Machine 5,Activity_Turning & Milling - Machine 6,Activity_Turning & Milling - Machine 8,Activity_Turning & Milling - Machine 9,Activity_Turning & Milling Q.C.,Activity_Turning - Machine 8,Activity_Turning - Machine 9,Activity_Turning Q.C.,Activity_Wire Cut - Machine 13,Activity_other,Resource_ID0420,Resource_ID0937,Resource_ID0997,Resource_ID0998,Resource_ID3767,Resource_ID3846,Resource_ID4132,Resource_ID4163,Resource_ID4167,Resource_ID4219,Resource_ID4287,Resource_ID4326,Resource_ID4355,Resource_ID4385,Resource_ID4429,Resource_ID4445,Resource_ID4491,Resource_ID4493,Resource_ID4528,Resource_ID4529,Resource_ID4618,Resource_ID4641,Resource_ID4718,Resource_ID4794,Resource_ID4820,Resource_ID4872,Resource_ID4882,Resource_ID4932,Resource_other,Report_Type_B,Report_Type_D,Report_Type_S,Resource.1_Machine 1 - Lapping,Resource.1_Machine 10 - Grinding,Resource.1_Machine 11 - Grinding,Resource.1_Machine 12 - Grinding,Resource.1_Machine 14 - Milling,Resource.1_Machine 15 - Turning,Resource.1_Machine 16 - Milling,Resource.1_Machine 2 - Round Grinding,Resource.1_Machine 27 - Grinding,Resource.1_Machine 3 - Round Grinding,Resource.1_Machine 4 - Turning & Milling,Resource.1_Machine 5 - Turning & Milling,Resource.1_Machine 6 - Turning & Milling,Resource.1_Machine 7- Laser Marking,Resource.1_Machine 8 - Turning & Milling,Resource.1_Machine 9 - Turning & Milling,Resource.1_Packing,Resource.1_Quality Check 1,Resource.1_Wire Cut - Machine 13,Resource.1_other,mean_Qty_Completed,mean_Qty_for_MRB,mean_activity_duration,mean_hour,mean_weekday,mean_month,mean_timesincemidnight,mean_timesincelastevent,mean_timesincecasestart,mean_event_nr,mean_open_cases,std_Qty_Completed,std_Qty_for_MRB,std_activity_duration,std_hour,std_weekday,std_month,std_timesincemidnight,std_timesincelastevent,std_timesincecasestart,std_event_nr,std_open_cases,Classification
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,16,3,1,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,23.68421052631579,0.0,157.57894736842104,12.105263157894736,2.1578947368421053,3.0,753.9473684210526,537.6315789473684,5552.9473684210525,10.0,18.736842105263158,30.040810448416018,0.0,152.63511893454842,5.626275034179712,2.386609819963988,0.0,343.33826431478633,863.2242022741327,3986.5324736847047,5.627314338711377,1.4469164631940534,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25.0,0.0,382.0,11.0,0.5,3.0,675.0,434.0,434.0,1.5,19.5,35.35533905932738,0.0,2.8284271247461903,7.0710678118654755,0.7071067811865476,0.0,404.4650788387052,613.7686860699232,613.7686860699232,0.7071067811865476,0.7071067811865476,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20.666666666666668,0.0,286.6666666666667,10.0,0.6666666666666666,3.0,621.6666666666666,331.3333333333333,620.6666666666666,2.0,19.333333333333332,26.102362600602525,0.0,165.1342887874391,5.291502622129181,0.5773502691896258,0.0,300.54838767382086,469.01741261208343,541.1925104187358,1.0,0.5773502691896255,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15.5,0.0,233.25,9.75,0.75,3.0,613.25,266.75,732.25,2.5,19.5,23.68543856465402,0.0,172.0259185898063,4.349329450233296,0.5,0.0,245.9734064216428,404.14797207623513,495.0382981817333,1.2909944487358056,0.5773502691896257,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,12.4,0.0,204.6,10.2,0.8,3.0,634.6,239.8,825.6,3.0,19.8,21.651789764358973,0.0,162.16904760156913,3.898717737923586,0.4472135954999579,0.0,218.3032294767991,355.15236167031185,476.831521609048,1.5811388300841898,0.8366600265340753,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,25.333333333333332,0.0,178.83333333333334,10.5,0.8333333333333334,3.0,657.1666666666666,208.16666666666666,896.1666666666666,3.5,20.0,37.130400841718185,0.0,158.1852289775081,3.5637059362410923,0.408248290463863,0.0,202.92995507481558,326.97181326020547,460.18753423649656,1.8708286933869707,0.8944271909999156,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,25.714285714285715,0.0,187.42857142857142,10.857142857142858,0.8571428571428571,3.0,681.5714285714286,186.71428571428572,954.8571428571429,4.0,20.142857142857142,33.91024567744625,0.0,146.18237142106332,3.38765264987284,0.37796447300922725,0.0,196.1792183547628,303.8314852489311,447.87179287955036,2.160246899469287,0.8997354108424372,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,6,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,28.5,0.0,172.25,11.375,1.125,3.0,715.375,538.875,1374.375,4.5,20.0,32.36841493978792,0.0,141.9846571187988,3.4615231989895516,0.8345229603962802,0.0,205.25519829853621,1035.0184867224077,1256.9389049250906,2.449489742783178,0.9258200997725513,1
90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,7,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,25.333333333333332,0.0,161.44444444444446,10.222222222222221,1.4444444444444444,3.0,644.2222222222222,541.5555555555555,1763.2222222222222,5.0,19.88888888888889,31.73326330524486,0.0,136.7133050503051,4.737556801183965,1.2360330811826103,0.0,287.10267230460335,968.2045381931329,1656.269285003029,2.7386127875258306,0.9279607271383369,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,279.0,11.0,2.0,2.0,689.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,26.4,0.0,242.3,14.2,2.5,2.0,880.1,897.7,2927.1,5.5,25.1,20.505825730481785,0.0,164.00274387948514,6.988880056521535,1.5811388300841898,0.0,429.87296573135035,1443.5153888261038,3449.269888928187,3.0276503540974917,2.131770260709264,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,32.81818181818182,0.0,225.72727272727272,13.0,2.4545454545454546,2.0,805.5454545454545,859.1818181818181,3520.181818181818,6.0,24.454545454545453,28.836845118071366,0.0,165.01035780161857,7.733045971672482,1.507556722888818,0.0,476.92124373660766,1375.384732951607,3817.9736724650634,3.3166247903554,2.9449494516421275,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12.5,0.0,293.5,13.5,2.0,2.0,843.0,154.0,154.0,1.5,27.5,17.67766952966369,0.0,20.506096654409877,3.5355339059327378,0.0,0.0,217.78888860545663,217.78888860545663,217.78888860545663,0.7071067811865476,0.7071067811865476,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17.333333333333332,0.0,255.33333333333334,15.333333333333334,2.0,2.0,954.6666666666666,163.0,265.6666666666667,2.0,27.666666666666668,15.044378795195678,0.0,67.67815994346576,4.041451884327381,0.0,0.0,247.2333580513223,154.78695035434995,247.23335805132228,1.0,0.5773502691896255,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,26.5,0.0,206.5,11.75,2.25,2.0,731.0,202.75,402.0,2.5,27.25,22.068076490713914,0.0,112.21556635927715,7.88986691902975,0.5,0.0,490.7715014817656,149.3081265928505,339.2589964417549,1.2909944487358056,0.9574271077563382,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,32.0,0.0,177.2,11.0,2.4,2.0,688.8,254.2,575.8,3.0,26.8,22.726636354727024,0.0,117.20366888455327,7.035623639735144,0.5477225575051662,0.0,435.36961308754655,173.0757059786266,487.1906197783369,1.5811388300841898,1.30384048104053,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,27.0,0.0,168.16666666666666,10.666666666666666,2.5,2.0,664.6666666666666,215.83333333333334,695.6666666666666,3.5,26.5,23.731835158706122,0.0,107.13993964281792,6.3456021516217564,0.5477225575051662,0.0,393.867828930806,181.0971194322722,525.4444467940133,1.8708286933869707,1.3784048752090226,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,27.428571428571427,0.0,201.57142857142858,11.285714285714286,2.5714285714285716,2.0,705.0,242.57142857142858,838.8571428571429,4.0,26.0,21.69375595923969,0.0,131.82166885968476,6.019808571549036,0.5345224838248488,0.0,375.0519963951665,179.81829452983655,611.2292064824316,2.160246899469287,1.8257418583505538,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,27.75,0.0,236.625,12.75,3.0,2.0,795.75,812.75,1546.75,4.5,25.625,20.105081091959956,0.0,157.2404323684865,6.943650748294136,1.3093073414159542,0.0,431.80278236382736,1621.278573930376,2080.6556487250427,2.449489742783178,1.995530720671285,1
161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,29.333333333333332,0.0,260.22222222222223,13.88888888888889,2.6666666666666665,2.0,863.8888888888889,880.0,2254.8888888888887,5.0,25.444444444444443,19.397164741270824,0.0,163.23432373261588,7.339012952101332,1.5811388300841898,0.0,452.69538445969505,1529.927857776307,2881.1687057704744,2.7386127875258306,1.9436506316151,1
3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,60.0,1.0,3.0,2.0,60.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.5,0.0,60.0,1.0,3.0,2.0,60.0,0.0,0.0,1.5,26.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0
3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2.0,0.0,65.0,4.333333333333333,3.0,2.0,260.3333333333333,200.33333333333334,200.33333333333334,2.0,25.333333333333332,1.0,0.0,8.660254037844387,5.773502691896257,0.0,0.0,346.9875117829651,346.9875117829651,346.9875117829651,1.0,1.154700538379251,0
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.2,0.0,202.8,12.4,1.4,1.0,782.5,349.6,1810.5,5.5,32.3,8.430104783848577,0.0,148.31483030664495,6.1860057118197584,1.837873166945363,0.0,367.7608673520819,380.8281035381245,1305.1467563287874,3.0276503540974917,2.7100635498903793,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,9,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11.090909090909092,0.0,191.1818181818182,12.272727272727273,1.4545454545454546,1.0,774.0,326.27272727272725,1972.1818181818182,6.0,32.63636363636363,18.085654787452654,0.0,145.8847614946936,5.883721765870802,1.7529196424044295,0.0,350.02571334117727,369.47641085977085,1349.3029176713299,3.3166247903554,2.802596198981483,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,10,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11.333333333333334,0.0,203.16666666666666,12.5,1.5,1.0,787.1666666666666,319.3333333333333,2127.1666666666665,6.5,32.916666666666664,17.264431819802414,0.0,145.15936905429987,5.664883855023781,1.6787441193290353,0.0,336.83873490638416,353.10115298937245,1394.04133454652,3.605551275463989,2.843120351538664,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,10,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10.538461538461538,0.0,193.76923076923077,12.23076923076923,1.6153846153846154,1.0,768.1538461538462,375.38461538461536,2338.923076923077,7.0,33.15384615384615,16.776051306427785,0.0,143.05019739363863,5.509897853769557,1.6602440351979153,0.0,329.7038686846744,393.86938157667157,1537.6395579772297,3.8944404818493075,2.853248261372579,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,11,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10.785714285714286,0.0,209.85714285714286,12.5,1.7142857142857142,1.0,781.8571428571429,378.57142857142856,2550.4285714285716,7.5,33.285714285714285,16.144437343644316,0.0,150.04248482595608,5.388734688074886,1.6374732612530445,0.0,320.8919916882787,378.60527735882926,1675.9318287166382,4.183300132670378,2.7853620515548356,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,12,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10.666666666666666,0.0,208.73333333333332,12.933333333333334,1.8,1.0,807.1333333333333,366.73333333333335,2747.133333333333,8.0,33.4,15.56399997552349,0.0,144.65005390679292,5.457192719792145,1.61245154965971,0.0,324.3452452175584,367.7028044235621,1785.641096023925,4.47213595499958,2.7202941017470894,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,1,0,0,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,11.25,0.0,197.6875,13.0625,2.0625,1.0,815.0,599.5625,3175.0,8.5,33.4375,15.216219416574319,0.0,146.5636238407516,5.297405025104273,1.8786076404259264,0.0,314.92327107831625,996.7659684365901,2430.033881793969,4.760952285695233,2.6323310328806806,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,1,0,0,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,12.764705882352942,0.0,186.11764705882354,12.823529411764707,1.9411764705882353,1.0,800.2941176470588,627.3529411764706,3615.5882352941176,9.0,33.411764705882355,16.00206788107675,0.0,149.71300976908336,5.222969630842773,1.8864844365675975,0.0,310.8932221651596,971.8926085978114,2972.541674620045,5.049752469181039,2.550951379618293,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,1,0,0,15,3,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,16.333333333333332,0.0,180.5,13.0,1.8888888888888888,1.0,809.5,694.7777777777778,4109.5,9.5,33.44444444444444,21.68490936383288,0.0,147.18545724197554,5.122040034756372,1.8435543958499072,0.0,304.1290844361979,985.3131216585001,3564.732532661008,5.338539126015656,2.4786671518526253,1
100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,1,0,2,1,0,0,16,3,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,20.57894736842105,0.0,174.1578947368421,12.368421052631579,1.894736842105263,1.0,770.0526315789474,686.3157894736842,4579.526315789473,10.0,33.473684210526315,28.046223333540894,0.0,145.68545384487877,5.6882972097279545,1.7917941611104424,0.0,341.93818052134156,958.2623772358648,4024.7889298476957,5.627314338711377,2.41220095561966,1
